CYCLE,PK_RANDOM,Match,WGT,FK_EPA_RAN,NEST1_WT,EPA_OVERSAMPLE,EPA_DIVISION,C3_RESOURCE_TYPE,C1_RESOURCE_TYPE,C3_REPORTING_UNIT,C1_REPORTING_UNIT,GROUP_NAME,RANDOM_LAT,LAT_DD,LAT_MM,LAT_SS,LAT_DEC,RANDOM_LONG,LONG_DD,LONG_MM,LONG_SS,LONG_DEC,HYDROLOGIC_CODE,HYDROLOGIC_NAME,CAN_BE_SAM,EXCLUSION_CATEGORY,EXCLUSION_CRITERIA,SAMPLED_DATE,HECTARES,ANALYSIS_S,LOCATIONAL_DATUM,FK_PROJECT,DO_REGION,NNC_REGION,DO_CRIT,TN_NNC,TP_NNC,CHLA_NNC,Sample.Id,Station.No,Station.Name,Collect.Date,Sample.Type,Matrix,Water.Temperature,Water Temperature_VQ,Turbidity,Turbidity_VQ,Transparency..Secchi.Depth,Transparency (Secchi Depth)_VQ,Color..true,Color (true)_VQ,Specific.Conductance..Field,Specific Conductance  Field_VQ,Specific.Conductance,Specific Conductance_VQ,Oxygen..Dissolved..Field,Oxygen  Dissolved  Field_VQ,pH..Field,pH  Field_VQ,Alkalinity..Total..as.CaCO3,Alkalinity  Total (as CaCO3)_VQ,Total.Suspended.Solids..TSS,Total Suspended Solids (TSS)_VQ,Ammonia..Total..as.N,Ammonia  Total (as N)_VQ,Kjeldahl.Nitrogen..Total..as.N,Kjeldahl Nitrogen  Total  (as N)_VQ,Nitrate.Nitrite..Total..as.N,Nitrate+Nitrite  Total (as N)_VQ,Phosphorus..Total..as.P,Phosphorus  Total (as P)_VQ,Organic.Carbon..Total,Organic Carbon  Total_VQ,Calcium..Total,Calcium  Total_VQ,Magnesium..Total,Magnesium  Total_VQ,Sodium..Total,Sodium  Total_VQ,Potassium..Total,Potassium  Total_VQ,Chloride..Total,Chloride  Total_VQ,Sulfate..Total,Sulfate  Total_VQ,Fluoride..Total,Fluoride  Total_VQ,Coliform..Fecal..MF,Coliform  Fecal (MF)_VQ,Chlorophyll.A..Monochromatic,Chlorophyll-A (Monochromatic)_VQ,Pheophytin.A..Monochromatic,Pheophytin-A (Monochromatic)_VQ,Total.Dissolved.Solids..TDS.measured,Total Dissolved Solids (TDS measured)_VQ,Depth..Bottom.of.Waterbody..Sample.Site,Depth  Bottom of Waterbody  Sample Site_VQ,Sample.Depth,Sample Depth_VQ
1,NWA-LS-1021,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303350,30,33,50,30.56388889,840713,84,7,13,-84.12027778,3120001,ST MARKS RIVER,Y,,,5/9/2000,,,NAD27,,Big Bend,Panhandle East,34,1.03,0.18,20,NWLS0005-6,7671,NWA-LS-1021,5/9/2000 12:30,PRIMARY,WATER,20.4,,2.7,,0.2,,200,,39,,43,,0.9,,5.65,,7,,8,,0.12,,0.76,,0.034,J,0.29,,5.9,,2.3,,0.89,,2.7,,0.5,,5.7,,0.31,I,0.1,U,28,Q,1,U,1,U,55,Q,0.2,,0.1,
1,NWA-LS-1024,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303043,30,30,43,30.51194444,843742,84,37,42,-84.62833333,3120003,OCHLOCKONEE RIVER,Y,,,5/18/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-7,7672,NWA-LS-1024,5/18/2000 12:00,PRIMARY,WATER,21.9,,10,A,0.2,,200,,60.7,,67,,7.22,,7.39,,23,,6,,0.033,,0.42,J,0.13,,0.14,,5,,6.2,,2.4,,3.3,,0.61,,5.1,,0.33,I,0.1,U,93,AQ,1,U,1,U,49,,0.2,,0.14,
1,NWA-LS-1026,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302452,30,24,52,30.41444444,844331,84,43,31,-84.72527778,3120003,OCHLOCKONEE RIVER,Y,,,5/16/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-8,7673,NWA-LS-1026,5/16/2000 16:00,PRIMARY,WATER,21.2,,31,,0.15,,400,,15.2,,19,,3.53,,6.6,,1,U,68,,0.039,,0.51,,0.004,U,0.043,A,3.5,I,1.5,I,0.22,,1.2,,0.13,I,2.3,,1.3,,0.1,U,140,Q,1,U,1,U,23,J,0.15,,0.08,
1,NWA-LS-1035,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,301256,30,12,56,30.21555556,842716,84,27,16,-84.45444444,3120001,ST MARKS RIVER,Y,,,5/31/2000,,,NAD27,,Big Bend,Panhandle East,34,1.03,0.18,20,NWLS0005-15,8478,NWA-LS-1035,5/31/2000 12:30,PRIMARY,WATER,23.2,,2.1,,0.4,,250,,163,,170,,1,,6.51,,75,A,6,,0.013,I,0.69,,0.007,I,0.041,,19,J,30.9,,1.7,,3,,0.41,,5.3,,0.26,I,0.1,U,4,AQ,17,,10,,115,,0.45,,0.23,
1,NWA-LS-1036,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,301332,30,13,32,30.22555556,842748,84,27,48,-84.46333333,3120001,ST MARKS RIVER,Y,,,5/23/2000,,,NAD27,,Big Bend,Panhandle East,34,1.03,0.18,20,NWLS0005-9,7678,NWA-LS-1036,5/23/2000 18:10,PRIMARY,WATER,23.4,,1.7,,0.6,,150,,224,,210,,0.14,,6.5,,105,,10,,0.02,,0.68,,0.008,I,0.046,,16,,44.2,,1.6,,2.7,,0.53,,4.8,,0.3,I,0.1,U,22,Q,1,U,1,U,143,,1.25,,0.5,
1,NWA-LS-1040,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302530,30,25,30,30.425,840104,84,1,4,-84.01777778,3120001,ST MARKS RIVER,Y,,,5/17/2000,,,NAD27,,Big Bend,Panhandle East,34,1.03,0.18,20,NWLS0005-10,7681,NWA-LS-1040,5/17/2000 16:00,PRIMARY,WATER,22.9,,0.85,,0.1,,50,,124.2,,140,,7.07,,7.66,,57,,4,U,0.021,A,0.2,J,0.14,J,0.13,,2.6,I,14.2,,6.3,,2.6,,0.34,,4.6,,0.5,I,0.22,,280,Q,1,U,1,U,79,,0.1,,0.05,
1,NWA-LS-1041,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302812,30,28,12,30.47,843345,84,33,45,-84.5625,3120003,OCHLOCKONEE RIVER,Y,,,5/15/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-11,7682,NWA-LS-1041,5/15/2000 12:00,PRIMARY,WATER,21.5,,14,,0.2,,250,,69.8,,79,,4.63,,7.27,,26,,17,A,0.09,,0.55,,0.15,,0.22,,6.2,,7.4,,2.5,,3.3,,0.8,,5.2,,0.47,I,0.1,U,122,Q,1,U,1,U,70,Q,0.2,,0.1,
1,NWA-LS-1045,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302655,30,26,55,30.44861111,835751,83,57,51,-83.96416667,3120001,ST MARKS RIVER,Y,,,5/25/2000,,,NAD27,,Big Bend,Panhandle East,34,1.03,0.18,20,NWLS0005-16,8482,NWA-LS-1045,5/25/2000 10:30,PRIMARY,WATER,23.2,,1.4,,0.2,,50,A,55,,47,,7.3,,7.32,,8,,4,U,0.039,,0.31,,0.88,,0.12,A,3.8,I,2.9,,1.9,,2.7,,0.28,,6.4,,0.25,I,0.1,U,530,Q,1,U,1,U,27,J,0.2,,0.1,
1,NWA-LS-1046,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303302,30,33,2,30.55055556,843915,84,39,15,-84.65416667,3120003,OCHLOCKONEE RIVER,Y,,,5/30/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-19,8657,NWA-LS-1046,5/30/2000 10:30,PRIMARY,WATER,21.9,,9.5,,0.15,,150,,58,,56,,7.6,,7.3,,18,,4,,0.056,,0.44,,0.13,J,0.24,A,5.6,J,4.2,,1.8,,3.2,,0.52,,5.8,,0.2,U,0.28,,590,AQ,1,U,1,U,43,,0.15,,0.08,
1,NWA-LS-1047,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303158,30,31,58,30.53277778,845157,84,51,57,-84.86583333,3120003,OCHLOCKONEE RIVER,Y,,,5/15/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-18,8485,NWA-LS-1047,5/15/2000 15:30,PRIMARY,WATER,19.4,,1.9,,0.25,,150,,17.2,,18,,5.87,,3.95,,1,U,5,,0.01,U,0.32,,0.004,U,0.024,,4.6,I,0.4,U,0.21,,1.1,,0.15,I,2.1,,1.1,,0.1,U,3500,AQ,1,U,1,U,15,UQ,0.25,,0.12,
1,NWA-LS-1049,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302854,30,28,54,30.48166667,835540,83,55,40,-83.92777778,3120001,ST MARKS RIVER,Y,,,5/24/2000,,,NAD27,,Big Bend,Panhandle East,34,1.03,0.18,20,NWLS0005-20,8658,NWA-LS-1049,5/24/2000 12:30,PRIMARY,WATER,21.7,,1.7,,0.15,,50,A,43,,31,,5.3,,5.48,,4,,4,U,0.017,I,0.18,I,0.07,,0.11,,2.2,I,1.6,J,0.69,,2.9,,0.13,I,5.4,,0.44,I,0.1,U,70,Q,1,U,1,U,23,,0.15,,0.08,
1,NWA-LS-1050,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303706,30,37,6,30.61833333,842926,84,29,26,-84.49055556,3120003,OCHLOCKONEE RIVER,Y,,,6/7/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-21,8659,NWA-LS-1050,6/7/2000 9:00,PRIMARY,WATER,21.3,,8.8,A,0.4,,150,,50,,56,,6.65,,7.37,,18,,6,,0.03,,0.39,J,0.11,J,0.067,,6.2,,4.4,A,2,A,2.9,A,0.52,A,5.2,,0.32,I,0.21,A,320,Q,1,U,1,U,61,,0.4,,0.2,
1,NWA-LS-1051,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303535.16,30,35,35.16,30.5931,843628.08,84,36,28.08,-84.6078,3120003,OCHLOCKONEE RIVER,Y,,,6/5/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-22,8660,NWA-LS-1051,6/5/2000 13:50,PRIMARY,WATER,23.8,,17,A,0.1,,200,,84.1,,88,,6.5,,6.74,,21,,21,A,0.067,,0.96,,0.95,,0.38,,16,,6.3,,2.4,,5.6,,3.1,,7.1,,3.9,,0.28,,4500,Q,1.3,I,0.81,J,74,A,0.1,,0.05,
1,NWA-LS-1052,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303233.36,30,32,33.36,30.5426,844612.72,84,46,12.72,-84.7702,3120003,OCHLOCKONEE RIVER,Y,,,6/12/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-23,8661,NWA-LS-1052,6/12/2000 13:15,PRIMARY,WATER,23.08,,2.9,,0.3,,100,,34,,39,,7.14,,6.09,,3,,4,,0.025,,0.4,,1.3,,0.12,J,4,I,1.9,J,1.3,,2.2,,0.88,,4.3,,0.4,I,0.1,U,440,Q,1,U,1,U,33,,0.3,,0.15,
1,NWA-LS-1054,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303716.68,30,37,16.68,30.6213,842758.32,84,27,58.32,-84.4662,3120003,OCHLOCKONEE RIVER,Y,,,6/8/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-24,8662,NWA-LS-1054,6/8/2000 12:45,PRIMARY,WATER,24.2,,8.2,,0.6,,80,,297,,300,,3.85,,7.05,,86,,10,,0.016,I,0.67,,0.047,J,0.14,,11,,23.9,,10,,13.3,,9.6,,31,,10,,0.24,,84,Q,6.8,,0,,163,,0.6,,0.2,
1,NWA-LS-1055,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303022.32,30,30,22.32,30.5062,844812.96,84,48,12.96,-84.8036,3120003,OCHLOCKONEE RIVER,Y,,,6/13/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-25,8663,NWA-LS-1055,6/13/2000 12:15,PRIMARY,WATER,22.63,,1.1,,0.4,,75,,9.6,,12,,7,,5.42,,1,U,4,U,0.034,,0.2,,0.03,,0.004,U,1.9,I,0.42,,0.26,,0.99,,0.18,I,1.8,,0.76,,0.1,U,90,Q,1,U,1,U,15,,0.4,,0.2,
1,NWA-LS-1056,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303813.2,30,38,13.2,30.637,842546.92,84,25,46.92,-84.4297,3120003,OCHLOCKONEE RIVER,Y,,,6/7/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-26,8664,NWA-LS-1056,6/7/2000 12:45,PRIMARY,WATER,21.95,,7.3,,0.6,,100,,88.5,,94,,0.7,,6.29,,36,,12,,0.16,,0.95,J,0.015,J,0.14,,3.1,I,11.4,,1.9,,3.2,,0.75,,4.7,,0.48,I,0.2,,36,AQ,3.1,,0,,66,,0.6,,0.3,
1,NWA-LS-1057,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303011.52,30,30,11.52,30.5032,843728.92,84,37,28.92,-84.6247,3120003,OCHLOCKONEE RIVER,Y,,,6/12/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-27,8665,NWA-LS-1057,6/12/2000 10:00,PRIMARY,WATER,22.99,,9.8,A,0,,150,,61.5,,68,,6.34,,6.99,,23,,7,,0.051,,0.49,,0.1,,0.13,J,4.8,I,5.8,A,2.2,A,3.4,A,0.62,A,5.3,,0.31,I,0.1,U,280,Q,1.1,I,0.43,J,59,,0.3,,0.15,
1,NWA-LS-1058,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302943.44,30,29,43.44,30.4954,845052.08,84,50,52.08,-84.8478,3120003,OCHLOCKONEE RIVER,Y,,,6/13/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-28,8666,NWA-LS-1058,6/13/2000 9:45,PRIMARY,WATER,20.78,,0.2,,0.4,,15,,10.6,,13,,6.55,,5.95,,2,,4,U,0.01,U,0.062,I,0.019,,0.004,U,1,U,0.62,,0.34,,0.95,,0.16,I,1.8,A,1.3,A,0.1,U,40,Q,1,U,1,U,15,U,0.4,,0.2,
1,NWA-LS-1060,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303417.04,30,34,17.04,30.5714,842915,84,29,15,-84.4875,3120003,OCHLOCKONEE RIVER,Y,,,6/8/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-30,8667,NWA-LS-1060,6/8/2000 9:45,PRIMARY,WATER,21.9,,2.8,,0.3,,50,A,209,,220,,6.77,,7.36,,55,,4,U,0.072,,0.62,,0.69,J,0.16,,7.5,,18.1,,7.9,,8.3,,4.6,,15,,18,,0.22,,92,Q,1,U,1,U,124,,0.3,,0.15,
1,NWA-LS-1064,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302604.56,30,26,4.56,30.4346,845454.36,84,54,54.36,-84.9151,3120003,OCHLOCKONEE RIVER,Y,,,6/20/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-31,8668,NWA-LS-1064,6/20/2000 10:15,PRIMARY,WATER,22.81,,1.8,,0.4,,200,,11.4,,14,,6.75,,5.83,,1,U,4,,0.017,I,0.19,I,0.012,J,0.007,I,1.9,I,0.67,,0.3,,0.84,,0.15,I,1.7,,1.4,,0.39,,370,Q,1,U,1,U,18,,0.4,,0.2,
1,NWA-LS-1069,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,301924.6,30,19,24.6,30.3235,844014.52,84,40,14.52,-84.6707,3120003,OCHLOCKONEE RIVER,Y,,,6/21/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-32,8669,NWA-LS-1069,6/21/2000 14:00,PRIMARY,WATER,24.3,,1.8,,0.1,,60,,59,,68,,1.8,,6.38,,28,,4,U,0.027,,0.28,,0.005,I,0.035,,4.4,I,10.9,,0.53,,1.6,,0.21,,2.7,,0.91,,0.2,,200,Q,1,U,1,U,41,A,0.1,,0.05,
1,NWA-LS-1071,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,303714.88,30,37,14.88,30.6208,843233.72,84,32,33.72,-84.5427,3120003,OCHLOCKONEE RIVER,Y,,,6/26/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-34,8671,NWA-LS-1071,6/26/2000 10:15,PRIMARY,WATER,22.16,,1.9,,0.2,,40,,46,,53,,7.8,,6.34,,3,,4,U,0.015,I,0.16,I,2.5,,0.052,,2.2,I,2.6,,2.1,,2.9,,0.19,I,4.9,,0.63,,0.1,U,86,AQ,1,U,1,U,48,,0.2,,0.1,
1,NWA-LS-1074,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-A,Ochlockonee - St. Marks,302433.48,30,24,33.48,30.4093,844506.12,84,45,6.12,-84.7517,3120003,OCHLOCKONEE RIVER,Y,,,6/28/2000,,,NAD27,,Panhandle,Panhandle East,67,1.03,0.18,20,NWLS0005-35,8672,NWA-LS-1074,6/28/2000 12:30,PRIMARY,WATER,22.74,,0.95,,0.2,,200,,40,,43,,4.1,,5.56,,4,,4,U,0.019,I,0.47,,0.008,I,0.02,,18,,5.7,A,0.49,A,1.9,A,0.28,A,2.4,A,6.5,A,0.1,U,134,Q,1,U,1,U,25,,0.2,,0.1,
1,NWB-HS-1001,,1,,1,,,SMALL STREAM,HIGH-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,303135.4,30,31,35.4,30.5265,850632.04,85,6,32.04,-85.1089,3130011,APALACHICOLA RIVER,Y,,,8/10/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWHS0107-63,11240,NWB-HS-1001,8/10/2001 14:25,PRIMARY,WATER,24.8,,0.8,,0.5,,100,,53,,51,,2.83,,3.89,,0.5,U,4,U,0.013,I,0.66,,0.004,U,0.014,I,19,,1.52,,1.1,,2.2,,0.53,,6.9,,1.8,,0.038,I,42,Q,1,U,1,U,39,I,0.5,,0.25,
1,NWB-HS-1002,,1,,1,,,SMALL STREAM,HIGH-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,301028.92,30,10,28.92,30.1747,851518.72,85,15,18.72,-85.2552,3130012,CHIPOLA RIVER,Y,,,8/15/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWHS0107-65,11241,NWB-HS-1002,8/15/2001 14:00,PRIMARY,WATER,24.6,,1.3,,1,,200,,52,,47,,7.52,,3.82,,0.5,U,4,U,0.24,,1.2,,0.004,U,0.015,I,30,,0.46,I,0.35,,2.8,,0.32,,4.5,,1.2,,0.028,I,12,Q,1,U,1,U,69,,1,,0.5,
1,NWB-HS-1010,,1,,1,,,SMALL STREAM,HIGH-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,295025.08,29,50,25.08,29.8403,850525.44,85,5,25.44,-85.0904,3130011,APALACHICOLA RIVER,Y,,,8/16/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWHS0107-55,11242,NWB-HS-1010,8/16/2001 15:35,PRIMARY,WATER,26.5,,1.7,,0.3,,350,,47,,41,,1.33,,4.42,,5.7,,9,I,0.076,,1.2,,0.004,U,0.015,I,30,,3.4,I,1.2,I,3,,0.75,,4,,0.2,U,0.041,I,50,Q,4.3,U,4.3,U,73,,1.6,,0.5,
1,NWB-HS-1012,,1,,1,,,SMALL STREAM,HIGH-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,304147.76,30,41,47.76,30.6966,843916.2,84,39,16.2,-84.6545,3130011,APALACHICOLA RIVER,Y,,,8/7/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWHS0107-60,11244,NWB-HS-1012,8/7/2001 12:25,PRIMARY,WATER,23,,330,,0.1,,300,,81,,77,,7.23,,6.09,,25,,57,,0.054,,0.65,,0.88,,0.86,,6.1,,7.43,,3.4,,2.4,,2.4,,4.7,,2.3,,0.17,,2200,Q,3.7,I,0,,201,,0.1,,0.05,
1,NWB-HS-1014,,1,,1,,,SMALL STREAM,HIGH-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,303423.16,30,34,23.16,30.5731,850823.64,85,8,23.64,-85.1399,3130012,CHIPOLA RIVER,Y,,,8/8/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWHS0107-62,11246,NWB-HS-1014,8/8/2001 14:07,PRIMARY,WATER,23.7,,11,A,0.2,,100,,71,,57,,4.67,,4.98,,11,,15,I,0.041,J,0.59,,0.077,,0.027,,9.9,,4.49,J,2,,2.3,,1.1,,6.6,,0.84,,0.041,I,80,Q,3.2,AI,1.2,AI,32,I,0.2,,0.1,
1,NWB-HS-1015,,1,,1,,,SMALL STREAM,HIGH-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,303948.24,30,39,48.24,30.6634,844412.12,84,44,12.12,-84.7367,3130011,APALACHICOLA RIVER,Y,,,8/7/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWHS0107-61,11247,NWB-HS-1015,8/7/2001 15:20,PRIMARY,WATER,23.9,,18,,0.3,,120,,35,,27,,5.91,,5.2,,5.6,A,10,I,0.046,,0.46,A,0.12,,0.11,,10,,2.29,,1.2,,1.9,,0.62,,3.1,,1.6,,0.073,I,82,Q,3,I,1.8,J,51,I,0.3,,0.15,
1,NWB-LS-1001,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,303205.64,30,32,5.64,30.5349,850605.76,85,6,5.76,-85.1016,3130011,APALACHICOLA RIVER,Y,,,4/19/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWLS0104-12,10240,NWB-LS-1001,4/19/2001 16:30,PRIMARY,WATER,16,,2.7,A,0.3,,120,,50,,52,,6.8,,3.98,,0.5,U,7,I,0.023,,0.55,,0.022,,0.009,I,14,,1.8,I,1.6,,2.6,,0.05,U,9.3,,0.96,,0.028,I,60,Q,1,U,1,U,89,A,0.3,,0.2,
1,NWB-LS-1009,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,295434.56,29,54,34.56,29.9096,843843.44,84,38,43.44,-84.6454,3130013,NEW RIVER,Y,,,4/26/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWLS0104-44,10243,NWB-LS-1009,4/26/2001 12:30,PRIMARY,WATER,23.43,,3,A,0.05,,250,A,192,,180,A,6.83,,6,,8.6,A,4,I,0.041,,0.86,,0.039,,0.046,,23,,5.63,,3.3,,24.7,,1.3,,44,,6.3,,0.052,I,4,Q,1,U,1,U,112,,3.5,,0.5,
1,NWB-LS-1010,,1,,1,,,LARGE RIVER,LOW-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,295659.28,29,56,59.28,29.9498,844334.32,84,43,34.32,-84.7262,3130013,NEW RIVER,Y,,,4/25/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWLS0104-40,10244,NWB-LS-1010,4/25/2001 12:30,PRIMARY,WATER,22.07,,2.6,,0.45,,300,,44,,45,,5.52,,5.55,,4.3,,4,I,0.03,,0.88,,0.01,I,0.017,,29,,5.33,,0.51,,3.2,,0.1,I,5.6,,1.4,,0.021,I,4,Q,1,U,1,U,26,I,3.4,,0.5,
1,NWB-LS-1012,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,301508.28,30,15,8.28,30.2523,845938.76,84,59,38.76,-84.9941,3130011,APALACHICOLA RIVER,Y,,,5/7/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWLS0104-34,10246,NWB-LS-1012,5/7/2001 12:00,PRIMARY,WATER,19.05,,0.85,,0.3,,50,A,96,,99,,7.04,,7.01,,47,,4,U,0.01,U,0.16,I,0.004,U,0.01,I,3.3,I,17.8,,0.64,,1.6,,0.12,I,2.1,,0.99,,0.02,U,54,Q,1,U,1,U,56,I,0.3,,0.15,
1,NWB-LS-1013,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,300651.84,30,6,51.84,30.1144,845759.76,84,57,59.76,-84.9666,3130011,APALACHICOLA RIVER,Y,,,4/25/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWLS0104-42,10247,NWB-LS-1013,4/25/2001 12:41,PRIMARY,WATER,20.1,,3.5,,0.2,,200,,56,,54,,6.36,,3.7,,0.5,U,4,I,0.033,,1.1,,0.006,I,0.022,J,34,,0.52,I,0.22,,2.4,,0.17,I,4.3,,0.25,I,0.02,U,10,Q,4.2,,2.4,I,32,I,0.2,,0.1,
1,NWB-LS-1015,,1,,1,,,LARGE RIVER,LOW-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,302643.44,30,26,43.44,30.4454,845923.28,84,59,23.28,-84.9898,3130011,APALACHICOLA RIVER,Y,,,4/16/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWLS0104-48,10248,NWB-LS-1015,4/16/2001 14:15,PRIMARY,WATER,23.1,,11,,1,,60,,93,,88,,8.53,,6.8,,30,,9,I,0.047,,0.41,,0.3,,0.046,,5.3,,11.2,,1.3,,3.9,,1.5,,3.7,,5.4,,0.054,I,6,Q,1,U,1,U,47,I,4.1,,0.5,
1,NWB-LS-1016,,1,,1,,,LARGE RIVER,LOW-ORDER STREAM,ZONE 1,NWFWMD-B,Apalachicola - Chipola,295833.96,29,58,33.96,29.9761,850423.16,85,4,23.16,-85.0731,3130011,APALACHICOLA RIVER,Y,,,5/17/2001,,,NAD27,,Panhandle,Panhandle West,67,0.67,0.06,20,NWLS0104-18,10249,NWB-LS-1016,5/17/2001 15:30,PRIMARY,WATER,25.6,,9.7,,0.5,,50,,161,,150,A,6.22,,6.53,,66,JA,13,I,0.013,I,0.39,,0.25,,0.036,,4.3,I,23.1,,2.3,,4.9,,1.3,,4.9,,5.2,,0.059,I,400,Q,5.3,,0,,92,A,0.5,,0.25,
